Text Query ID;Model ID
04b64385ccad4949;13a49ab0aecbc76f
04b64385ccad4949;40e86f26ce8cc8eb
04b64385ccad4949;836406771c68c193
04b64385ccad4949;bda1f6d4a4b5fe79
0534ec3a9103aa94;70c98f4c562affee
0534ec3a9103aa94;d7f91c8dd06833e0
0534ec3a9103aa94;c53efb8e05ccafb5
0534ec3a9103aa94;6f50fb3efc179160
0cfe7e0fa8aac26a;62d3595fe53c81be
0cfe7e0fa8aac26a;f770b7a17bed6938
0cfe7e0fa8aac26a;c5bc9b0cfdb5d23e
0cfe7e0fa8aac26a;95865abd260e2c15
0e5e5d21659dbe17;0449f665c5c7d649
0e5e5d21659dbe17;b141dda23578766d
0e5e5d21659dbe17;f30a9b11844c24b0
0e5e5d21659dbe17;55f44c3f728145bb
0ee64c3df3d2838a;9556be5bb399f203
13b02a5332f0ecd5;1b7bc4b33cddb120
13b02a5332f0ecd5;e406c931589df07b
13b02a5332f0ecd5;5ae6baa4fd312d38
13b02a5332f0ecd5;145639767668eaf7
152c94475c913844;4f7811c96a04ba51
152c94475c913844;0ae627367cedcd26
152c94475c913844;c08b5058ec12705d
152c94475c913844;32e445ce45908f8f
1535d9fb7fa796c1;30db82e1d7e02e0f
1535d9fb7fa796c1;5e626e0bc33e7019
1535d9fb7fa796c1;dc4ff0bf65018d35
1535d9fb7fa796c1;dd8a26c4de9a4d6c
182d7cbac174658f;74e121781a01280d
182d7cbac174658f;4f721ca24c1ea9ee
182d7cbac174658f;92daae9f6dbb128e
182d7cbac174658f;8d32b020126e6e8c
1c8345c93d4915a2;0cc1b52750c22499
1c8345c93d4915a2;02f910f4d565a330
1c8345c93d4915a2;2d4347cacab9627c
1c8345c93d4915a2;587eeec34cf4d2c8
1d1f0cae9de4a20d;6f3e9d792ec6082d
1d1f0cae9de4a20d;edf43557a84dc38e
1d1f0cae9de4a20d;a4da84ed81451ad0
1d1f0cae9de4a20d;24e4919ee2fad075
203af1b041b12e1d;84cda9bd7042c100
203af1b041b12e1d;3730d6a7fdb0e4a8
203af1b041b12e1d;aaf18dc46614568f
203af1b041b12e1d;787871da8b795d39
21315bd25b7adc01;c6aff24baaab3ca9
21315bd25b7adc01;e911271cca4a9d36
21315bd25b7adc01;4aeadac4ffc25dab
21315bd25b7adc01;cbd5aaf74e9de14a
22b31b3cf19cdb7f;f46502a5c792f3d2
22b31b3cf19cdb7f;5192c45bf1ce718c
22b31b3cf19cdb7f;ed2b9dbd5a8d4f91
22b31b3cf19cdb7f;59400f104fce28c2
24eb507b06b6d4ad;876489950e67fe4b
24eb507b06b6d4ad;05c7a6c16b69e4b0
24eb507b06b6d4ad;3dd66bd447d95ae1
24eb507b06b6d4ad;c6a64b1fd1e8cd43
25d3c279224e9090;c6f7761f5fe290fa
25d3c279224e9090;10bcae5f92b18612
25d3c279224e9090;47d04be344220ba4
25d3c279224e9090;efdf5b5eed9a4890
26808910ed0da6e0;4ef649c218c6ffd0
26808910ed0da6e0;152e68ac50b67fd3
26808910ed0da6e0;c8a68150df3727e6
26808910ed0da6e0;fdfd2538c9269782
26b7158e1f03b0bb;2f97710a9ad1b2c5
26b7158e1f03b0bb;f7237b602f17a279
26b7158e1f03b0bb;a957b00d43ef7c8f
26b7158e1f03b0bb;c0711e59c0006177
29e33756715c2125;64263b59af4be01a
29e33756715c2125;36089dc42596904a
29e33756715c2125;aa0598ae402d2833
29e33756715c2125;d3ce00984b6ffe3a
2f61c298e0395353;834953da8335695b
2f61c298e0395353;8504af9b6f6829dc
2f61c298e0395353;f8b337766428bd4e
2f61c298e0395353;89defea2383d8c4c
3348435fbd0a3121;afb4aa409ce3ba60
3348435fbd0a3121;592aba62e8462b16
3348435fbd0a3121;b54319c9bb0ede4d
3348435fbd0a3121;0ac1112120f956e6
3351535576ef36bd;1df3b0ad86562fde
3351535576ef36bd;9d6d5dd3175f52fa
3351535576ef36bd;068a77d6a7c8aa90
3351535576ef36bd;390eb1a5e57f1bd5
371db10eb058594d;43cc39cf656a41ae
371db10eb058594d;ea200cbaf4ceb144
371db10eb058594d;7939a5fa2ffed845
371db10eb058594d;467501864d76cbbd
373349a624d7b13b;b245bce8888afeb4
373349a624d7b13b;4cce9c8ae0103550
373349a624d7b13b;29e9d7cf62ed365b
373349a624d7b13b;1bb180982752f261
37d4e39a301a065a;9c8ce73f3c2c12d2
37d4e39a301a065a;d2262a2bf815bca0
37d4e39a301a065a;c4ee709c2845df96
37d4e39a301a065a;bbe5a083ba234197
3ec871952ad0a4c2;ac3d3b1b6d75d3ae
3ec871952ad0a4c2;1e87934cd4d7e8ee
3ec871952ad0a4c2;29550f9c0b8e7d7a
3ec871952ad0a4c2;bc362ef90482b082
3ed2a6c22dd07b17;158dcfba185978e8
3ed2a6c22dd07b17;b345896ab5eb2f5e
3ed2a6c22dd07b17;677063925aa95336
3ed2a6c22dd07b17;07a182b4c5ff670d
3f4aeddbf84a3ba1;bcfec2a2e7d4336a
3f4aeddbf84a3ba1;e76f366074e000b0
3f4aeddbf84a3ba1;57b24bbdb0c2985f
3f4aeddbf84a3ba1;9047b88a1daca816
3ff0bb0501493ece;e81bcfcf9bf2c1ca
3ff0bb0501493ece;5dce28d98011a696
3ff0bb0501493ece;845335c530f24a80
3ff0bb0501493ece;e072cf875c16542a
44ffbb92b637fc04;3c5f903557218c37
44ffbb92b637fc04;30aeb0f6039ef714
44ffbb92b637fc04;8b4f277b03b271b5
44ffbb92b637fc04;ff35780e9a84c00c
4a7c0f67af7334dd;8e2dcf928d4348fd
4a7c0f67af7334dd;d3f5de25c5cfe10b
4a7c0f67af7334dd;4e3036c53e50beed
4a7c0f67af7334dd;3c203e2dbdf1bea7
4ff38fe3abffee6e;b0ed6ea888551408
4ff38fe3abffee6e;6c280b75a4128f8b
4ff38fe3abffee6e;d086e2ba9427d224
4ff38fe3abffee6e;b1fc2b6ab1cbb8e7
505ea7c5b84466e2;90ba6644ad322c47
505ea7c5b84466e2;e9b85e6177ccf14d
505ea7c5b84466e2;2d0e5e5ef940e212
505ea7c5b84466e2;55a985eef253a7a0
5074451bdaa1734c;62e532ede5fce4a5
5074451bdaa1734c;4d5af5360a844b3f
5074451bdaa1734c;6a6002c745899757
5074451bdaa1734c;79a002142ee6b312
5110adc459f44b27;1925dd31d7b4064c
5110adc459f44b27;6afaaa7ebeee14b7
5110adc459f44b27;fed99c4e5443d447
5110adc459f44b27;6f08aeec26ba66cf
51c33db36e283711;079c96c521c73ca9
51c33db36e283711;410211806e61d8bb
51c33db36e283711;904cb4ada4827f50
51c33db36e283711;fe0dc4f6d17a9c13
525512e84f2bbc4e;bffcd34d68d28303
525512e84f2bbc4e;7907e0dc70c44f92
525512e84f2bbc4e;7e425f2c7bd1de87
525512e84f2bbc4e;7aa6307caf88079d
55026919b0714fac;bd8a7ac67339e2d5
55026919b0714fac;bb306902252799be
55026919b0714fac;9115ebf2eb5e3dd1
55026919b0714fac;d6654dc72b2fc814
599966e85d6857ce;b0334182d0c3faeb
599966e85d6857ce;2dfa7571f2321b9e
599966e85d6857ce;1564b04086c2c084
599966e85d6857ce;b609dc59b3039257
5c7bbf629c64b765;11e16848f8de0a7b
5c7bbf629c64b765;ae09892d3ad04b4b
5c7bbf629c64b765;88fe8b2185d4feb6
5c7bbf629c64b765;ee5fdac79ee65b48
601ddb15db807b23;d19ff493ba370b6e
601ddb15db807b23;76386d460969cd1c
601ddb15db807b23;85e5acde0498e53b
601ddb15db807b23;a91a958f77aaaf7a
62774c483a2811a6;b095d9ef45ca6c13
6368a54752f0fe25;a02aaca56afb4f17
6368a54752f0fe25;95fbfda2a354bacc
6368a54752f0fe25;ee0a634b331b5a2a
6368a54752f0fe25;d30fb376f0eaea2b
6f4c961a395ab006;e5ee823dd8ebfe70
6f4c961a395ab006;72996e8a76011909
6f4c961a395ab006;5e6f1816ab0eebeb
6f4c961a395ab006;8d3be739b380144a
70529c539a3eaf30;ab047afa481c3134
70529c539a3eaf30;da0da90b4c6c9621
70529c539a3eaf30;ea4680eb71358a11
70529c539a3eaf30;a3f337038d154765
7272bdeba718da96;f8287f9edce2640a
728ac3507f29b8b1;60a64c226b25f697
728ac3507f29b8b1;69b0631cac45fce6
728ac3507f29b8b1;2b72aa75a44e8847
728ac3507f29b8b1;60af2d4f86d5307c
7484d26bce2b2555;e8626631698592a7
7484d26bce2b2555;9c0ccaca4f7af75d
7484d26bce2b2555;e7d35ff357dd270d
7484d26bce2b2555;6beb33f61a648b30
754687fa7f45b78e;ebb4e5b69643d4ab
754687fa7f45b78e;303ae000f3346db3
754687fa7f45b78e;1a0240c017cd5737
754687fa7f45b78e;581129f2e0a8962a
76d991719a89b736;413505e6f4ddf95e
76d991719a89b736;8e5b0a1b440e41b1
76d991719a89b736;f24db050b4065a9c
76d991719a89b736;e31ced3776eca0a7
7c270298f93927fc;30cf391e77c2cf88
7c270298f93927fc;56d86e7b9f59e2b7
7c270298f93927fc;5177b051d25ea0f7
7c270298f93927fc;124bea9bc82bb0c4
7cd8d4d74a769775;1ba95d8d320f5e33
7cd8d4d74a769775;e7f4d68eb4c3f512
7cd8d4d74a769775;5587d54f4108c95e
7cd8d4d74a769775;3d677a4457574cd7
7e152b8777567599;aa5750ffc43bcc18
7e152b8777567599;15f5184dd981d634
7e152b8777567599;15b3a52de1d155f8
7e152b8777567599;a64e0155977494f6
83fde8123fc5140c;1b1aee8806c0393b
83fde8123fc5140c;8c85dc57e5e16770
83fde8123fc5140c;48ea82841daadc18
83fde8123fc5140c;208ff71bed4a1459
84f9875c5aa43a62;8b632eddc3627a37
84f9875c5aa43a62;88028a0e4ac75667
84f9875c5aa43a62;7b3c2502ab3aacc5
84f9875c5aa43a62;52568b7512b8c478
865728e99be03f56;d63af3f5e7edd913
865728e99be03f56;5d47fcc026aece1e
865728e99be03f56;344e0698585e098a
865728e99be03f56;c18dc05027727a8d
8805b2457c0148bb;3bdb27fe2e018a7c
8805b2457c0148bb;1f7b19dd8f7d532e
8805b2457c0148bb;0016afdafa241a8b
8805b2457c0148bb;4bc2868c75c32abd
8b54089fee8d99a0;56458bc6918ca35d
8b54089fee8d99a0;7f9c5a47a8b18f00
8b54089fee8d99a0;014cbea869fcf211
8b54089fee8d99a0;3707cda48b44084f
8eba7fddfa15f905;01612cb400453597
8eba7fddfa15f905;103a969e2bb1dcc9
8eba7fddfa15f905;d8507df2c18f7908
8eba7fddfa15f905;ce9073046498fc6f
9131efff3efffe99;223bc7dec8a03c59
9131efff3efffe99;f0931310b6964a5e
9131efff3efffe99;034074f6277978dc
9131efff3efffe99;1b538c586ad2c0db
958da55b0d75abfc;4c142b488845264b
958da55b0d75abfc;cb4fbea952d068b4
958da55b0d75abfc;fb8e44e358fa39c8
958da55b0d75abfc;eb2ca1b686cec5b6
97f6b7fba918bfe9;7c53223fa27fbb2b
97f6b7fba918bfe9;ff4fb6cb32c1c467
97f6b7fba918bfe9;bfdb497b62c53c6d
97f6b7fba918bfe9;3bf1ce0d8b192e34
999ef191bff8625d;4f144c6cac46dac5
999ef191bff8625d;02bf2b708a98eb01
999ef191bff8625d;8f1e3d3f3eb18a62
999ef191bff8625d;6c74ffe6fa3a2227
99c524559e0d5c24;868c9905d94ddb08
99c524559e0d5c24;c0dcb96c756dbfc5
99c524559e0d5c24;6892964be383453f
99c524559e0d5c24;8f42f036627160ae
9ce9e933ef4f7ef6;d5ce39428399616c
9ce9e933ef4f7ef6;40ffabf8d9949b3a
9ce9e933ef4f7ef6;6929c827e1ce8419
9ce9e933ef4f7ef6;03b5427c9cbad7df
9fc9c2b5e115afd6;59bd33136e830f43
9fc9c2b5e115afd6;130ee9cf38dcc2a1
9fc9c2b5e115afd6;67fbcae05765c5f0
9fc9c2b5e115afd6;7af0ae61cfa42a48
a0664df1315a8aba;83a6898b3cf63399
a0664df1315a8aba;1b0305051ec67406
a0664df1315a8aba;3c2c913e87a88e57
a0664df1315a8aba;f4ae012475c8b50a
a8fba562ff002668;81dc2a724ba57790
a8fba562ff002668;f8c35c11d6367ad1
a8fba562ff002668;6c4d2f2a280f3a90
a8fba562ff002668;530c82165054bf61
a93b64973cfc8897;f4673fcd52f52b95
a93b64973cfc8897;067354f955919479
a93b64973cfc8897;97db07b2d5e4b197
a93b64973cfc8897;c06f7a01098b018b
ab09c3403494c9c2;1815808c9db01bc7
ab09c3403494c9c2;81e25016525a9151
ab09c3403494c9c2;771f7f4cbdb88fa6
ab09c3403494c9c2;ee154ab1b203f278
ac0abb4cfebf48b4;0c27b52a88c33aae
ac0abb4cfebf48b4;f34aa0a2108b06c2
ac0abb4cfebf48b4;f72449d035d0ac79
ac0abb4cfebf48b4;553744f87e36aabb
ac1c7552169646f7;255d31f96c2f3723
ac1c7552169646f7;6b3b93b4b0711861
ac1c7552169646f7;c8c580af957a5d2c
ac1c7552169646f7;3df2c5b8e30103ff
b1d44ce73b4b431b;019470e0b56fe70a
b1d44ce73b4b431b;6bc2402ce628bbef
b1d44ce73b4b431b;ddfa2ef9e3c43e13
b1d44ce73b4b431b;0266a5a1e24613ba
b34ab1000d8e4510;6e92439ce227a932
b34ab1000d8e4510;919b80269990ac22
b34ab1000d8e4510;b3639e91e48f90f1
b34ab1000d8e4510;7f36942b8785093d
b4d087fa4293f3b3;3ddd6a55a6d8e37c
bd7c3921a5829c5f;98c510f0e41accf8
bd7c3921a5829c5f;fc2db06c4c42b0d2
bd7c3921a5829c5f;d6e0c1df4a6727ef
bd7c3921a5829c5f;fa19e2ec35f90a50
c074190530330c13;fc20b4369ee117fd
c074190530330c13;77e419b386f8bb46
c074190530330c13;e18ea7c595a3d53d
c074190530330c13;10b05be54ad24bbf
c50d24d1270b99ae;7173c9264a210587
c50d24d1270b99ae;b2155ffa27d015f8
c50d24d1270b99ae;cb6ef21b1c71cbbb
c50d24d1270b99ae;0ae964801539411d
c8b07c3741bb4fc8;6585855871402772
c8b07c3741bb4fc8;22c09296590fb951
c8b07c3741bb4fc8;74703abba6aed00b
c8b07c3741bb4fc8;819367dceddb838b
c9506381e82cae8b;9d5d62c52379d9f0
c9506381e82cae8b;d7ec8c861271c6b9
c9506381e82cae8b;087d185ae42e6026
c9506381e82cae8b;032fb59a082e3095
ccd67c2c79a29788;672c0162a3077e07
ccd67c2c79a29788;b4679940dd7710ef
ccd67c2c79a29788;0a87f2d6c01fb230
ccd67c2c79a29788;98d12855b2889504
d0c9a887b794513a;2846d0b05ed649cf
d0c9a887b794513a;fa79d53c4036fa3d
d0c9a887b794513a;26f8ae8f8db6e224
d0c9a887b794513a;f5c33961fc80448c
d22a84b6f9f25ebe;7693fede195ea017
d22a84b6f9f25ebe;20b5e565c2f67b81
d22a84b6f9f25ebe;c4cb6c13af0fba27
d22a84b6f9f25ebe;8f2b6f200d420b7e
d3cba79fd0c49cc9;1f356a5d5fbd0263
d3cba79fd0c49cc9;f0b5c52cb89607ad
d3cba79fd0c49cc9;cb3b53c236312a01
d3cba79fd0c49cc9;a5391c778367ed6b
d4fd27c3ca61efc6;5f38dbc7e09d2cdd
d4fd27c3ca61efc6;56c67f15ec8bdb2c
d4fd27c3ca61efc6;deed286d937453e9
d4fd27c3ca61efc6;15d746d0e8530e55
dbd7cff8e346e379;c9115aa02a41a4e6
dbd7cff8e346e379;6efc9529ed9e7fc5
dbd7cff8e346e379;ad3a9fd00fc69eaf
dbd7cff8e346e379;18916433442bd760
dc38f0769707dc64;9841cafe9b5e1f5e
dc38f0769707dc64;d1fa77c870715aa6
dc38f0769707dc64;3575419b4b9d1e89
dc38f0769707dc64;2acea48879fd7fec
dead07614bca071e;ec1d8367e32b35b5
e0f16aa698d86ac4;82de86e0cd7f9736
e0f16aa698d86ac4;4ed71d8d8944949a
e0f16aa698d86ac4;e74b025c2133655a
e0f16aa698d86ac4;a2a17167753efcb1
e1411b6bc0b762a4;a2e67ac727768dcc
e1411b6bc0b762a4;e17edb72cc31de14
e1411b6bc0b762a4;7bc562527a894ac8
e1411b6bc0b762a4;bdf5128b241959b8
e27877b96a4abea2;52037651db34d9c6
e27877b96a4abea2;5f779cd192cae3a3
e27877b96a4abea2;3762672a3fb6a081
e27877b96a4abea2;5a47b8a4ad093e6c
e670143d0274784c;ba6c17861f1fdabc
e670143d0274784c;575052b4c7230c8b
e670143d0274784c;72f7a445bff185f8
e670143d0274784c;9946e34f45632be6
e71d009cbbd99d85;c423400504d96338
e71d009cbbd99d85;73796850790b70ca
e71d009cbbd99d85;426a1b89dcfa2b6d
e71d009cbbd99d85;5e9c1bf43507f405
e83095158333fa20;b5f24bcd658e3bd5
e83095158333fa20;7115af5fd3e62ca0
e83095158333fa20;39fa25fa685a2a71
e83095158333fa20;9e2c640d53381d60
e8fabf6f755bd6b9;890f0812b9947e09
e8fabf6f755bd6b9;94ee98fd5cf5e505
e8fabf6f755bd6b9;ff2eff3e8be69c85
e8fabf6f755bd6b9;c75a9c7c8b59efc9
efc25a321f0359fe;fec0ffde891590ec
efc25a321f0359fe;654e7e41a4575e77
efc25a321f0359fe;cbef81f72fefce7a
efc25a321f0359fe;1b86d214f8445508
f6b3b5289e2ccd94;d42e636946ade14e
f6b3b5289e2ccd94;78b045d9082fa8a1
f6b3b5289e2ccd94;2ad8b1381890d17a
f6b3b5289e2ccd94;d265178183f1045a
f7df83f761acf4de;c1db6aceadbe546f
faf6aaefb1d8cf61;5a0331cd4017b611
faf6aaefb1d8cf61;8061c9167e0cb731
faf6aaefb1d8cf61;919317f18eaae8fd
faf6aaefb1d8cf61;cb59eadac2b90db5
fc9dc8118f99c0de;2accc11b14dde296
fc9dc8118f99c0de;fe8ba017416507eb
fc9dc8118f99c0de;2268076b3b795a99
fc9dc8118f99c0de;5e873501f1e26ca0
